id	text	misogynous	aggressiveness
4295	<MENTION_1> che brava pompinara	1	1
4296	<MENTION_1> Prima te la lecco ben bene poi ti scopo x unora, te la faccio diventare rossa.	1	1
4297	Penso di essere lunica che, nel momento in cui passa un ragazza con un bel culo e delle belle tette, le fissa come se non ci fosse un domani.	1	0
4298	<MENTION_1> MA COSA CAZZO SONO I TUOI OCCHI PORCA PUTTANA MI CI PERDO DENTRO OGNI VOLTA.?? <MENTION_1>	0	0
4299	<MENTION_1> bella Porcellina mi fai arrapare	1	1
4300	<MENTION_1> Che bel culo che hai	1	0
4301	<MENTION_1> Mmmmm che bel culo ti farei strusciare la mia cappella tra le chiappe	1	0
4302	<MENTION_1> <MENTION_2> Non ti vorrei deludere ma puoi dire che mia mamma e troia mia miglie pure io cornuto non è che mi offendo sono parole ad ogni modo se ti soddisfa dire queste cose fallo pure nn è un problema ???	0	0
4303	<MENTION_1> zia ti sborro i piedi	1	1
4304	SENTI LA SMETTI DI ESSERE COSI BELLO CHE POI DEVO COMPETERE CON QUALCUNO CHE VUOLE PORTARTI VIA DA ME GRAZIE TI STUPRO CIAO	0	0
4305	<MENTION_1> Che troia che sei	1	1
4306	mi sta unfollowando gente senza motivo, porca puttana	0	0
4307	<MENTION_1> Eh ma quel troione in perizoma se l'è cercata.	1	1
4308	Masolin...ma porca puttana , vuoi difendere l'Halo? bene, non usare Bianchi come esempio, che è morto per colpa di chi dovrebbe vigilare!!! #skymotori #pazzidellanotte	0	0
4309	<MENTION_1> <MENTION_2> <MENTION_3> <MENTION_4> <MENTION_5> <MENTION_6> <MENTION_7> <MENTION_8> <MENTION_9> Buongiorno bella tettona	1	0
4310	Per quando a carattere si associa un bel culo, il mix irresistibile	1	0
4311	<MENTION_1> <MENTION_2> <MENTION_3> <MENTION_4> <MENTION_5> <MENTION_6> <MENTION_7> <MENTION_8> <MENTION_9> Ti sborro in faccia e poi ti lecco ???	1	1
4312	<MENTION_1> <MENTION_2> giusto! e da ora in poi se ci dicono tettona ringraziamo per il complimento!	0	0
4313	porca puttana mi anguina tantissimo l'orecchio madonna scende il sangue a modi fiume	0	0
4314	<MENTION_1> Come vorrei scoparti tutta amore mio  che bella figa ché ai mi piacerebbe leccare tutta amore mio ti scoperei	1	1
4315	<MENTION_1> <MENTION_2> <MENTION_3> Ma che cazzo c'entra??Quelli sono fondi destinati dall'Europa per quelle <URL> ogni caso gestire I flussi comporterebbe spese,pure se vuoi mettere le truppe sulle coste,o se li vuoi rimpatriare	0	0
4316	Il bus è in ritardo di un minuto Io: porca puttana sto ritardi del cavolo!!!!!!!1!1!1!!1	0	0
4317	Blanquita pero culona... gucci gang gucci gang <URL>	0	0
4318	<MENTION_1> Io preferisco le bocce ma rispetto il bel culo. Perchè avere un bel culo richiede impegno e sacrificio	1	0
4319	<MENTION_1> Da vergine a pompinara un attimo per la gente proprio	0	0
4320	<MENTION_1> <MENTION_2> <MENTION_3> Proprio una gran succhiacazzi	1	1
4321	Il fratello duenne di un mio amico si avvicina e mi offre una barretta di cioccolata al latte. Io declino l'offerta. Lui insiste. Così da cinque minuti. Ma porca puttana, lo sai che io mangio solamente cioccolato BIO del Costa Rica 70% fondente, non insistere no?	0	0
4322	Voglio il fondotinta della Collistar ma porca puttana devo vendere l'anima per pagarlo	0	0
4323	<MENTION_1> puttanona	1	1
4324	<MENTION_1> HA ROVINATO SOUL EATERÈ UN ANIME  B E L L I S S I M O  ma porca puttana che finale della minchia	0	0
4325	<MENTION_1> Che bel culo	1	1
4326	<MENTION_1> <MENTION_2> BENJI PORCA PUTTANA,FOLLOW ME....SONO DISPOSTA A SCRIVERLO ANCHE IN CINESE	0	0
4327	oddio rega ma ci avete pensato a che cazzo di coppia sarebbero jay park e Jimin, porca troia <URL>	0	0
4328	Ho aperto Instagram e mi sono ritrovata la foto di ****** porca puttana cosa non sei COSA NON SEI	0	0
4329	<MENTION_1> Allargala bene che te lo infilo tutto	1	1
4330	<MENTION_1> Cosa cazzo c’entra la perfezione? Perché in passato abbiamo avuto governi e legislature perfette? Ho scritto che volevo qualcosa di preciso a me? NO, PORCA PUTTANA!Ho scritto solo che per la prima volta in tutta la mia vita non sono appassiona	0	0
4331	Madison Chis in finale contro la chiattona prendere una ciambella doppia, sicuro al limone. Stasera punto tutto sull'allegrotta Naomi Osaka, che credo sentirebbe zero pressione, un po' stupidina, diciamocelo	1	1
4332	MA COME HO FATTO COMEEEE PORCA PUTTANA PERCHÉ GLIEL’HO PURE TOLTO COSÌ PALESE CHE STALKERAVO OTTIMO LAVORO CLAUDIA OTTIMO LAVORO	0	0
4333	<MENTION_1> Che bel culone mmmm	1	1
4334	<MENTION_1> Ha sempre un bel culo speriamo lo usi	1	0
4335	Perché devo fare da psicologa a mio padre, porca puttana, lasciami in pace.	0	0
4336	<MENTION_1> <MENTION_2> Be tu hai proprio un bel culo	1	0
4337	<MENTION_1> <MENTION_2> <MENTION_3> <MENTION_4> Ciò sarebbe plausibile se per la prima volta si fosse eccitata con una Barbie ?Magari, più prosaicamente avrà visto qualche immagine erotica con tettona. Ah, saperlo...?Comunque, la cosa ha un vero	0	0
4338	<MENTION_1> <MENTION_2> 10 anzi 100+	1	1
4339	"Questo del 75, probabile 1875.Risfodera il ""donna schiava, cucina e chiava"""	0	0
4340	<MENTION_1> statte zitta	1	1
4341	<MENTION_1> Ciao bel culo	1	1
4342	<MENTION_1> <MENTION_2> <MENTION_3> <MENTION_4> <MENTION_5> Ma sta zitta capra! A che serve una laurea a una come te? Sperpero di soldi pubblici	1	1
4343	Sehun sta facendo la zoccoletta e non so come prenderla	0	0
4344	Vorrei davvero davvero sapere perché procrastino così tanto porca puttana. Sono proprio una scema, crush mi deve insegnare a studiare perché è bravissimo e prende sempre 30 :(	0	0
4345	PORCA PUTTANA #WANTYOUBACKVIDEO	0	0
4346	Sto puttanone invece sarà il personaggio che useranno i cattivi per attirare gente per il sacrificioProbabilmente è un cantante famoso che ammirano per tutta la nuova regione e con la scusa del mega concertone gratis nella città del team cattivo si radunerà tutta la popolazione <URL>	0	0
4347	<MENTION_1> Ti scoperei	1	1
4348	Ma what figa di legno oh <URL>	1	1
4349	Puttanone è stato un gran flop. Sono finito a menarmelo con altri due attivi. Uno egiziano e uno sposato. Fighi eh  però tre attivi insieme è come niente a cena.	0	0
4350	<MENTION_1> Vuoi anche mio cazzone che ti sborro in bocca	1	1
4351	Diotroia e porcamadonnna fiumi di sborra con la Divina Milfona Gran Puttanona <MENTION_1> sei la migliore Christie dioporco!!!! <URL>	1	1
4352	<MENTION_1> <MENTION_2> e aa tettona Demicheli per la ricostruzione dei terremotati ndove aa mettemo sta luminare della scienza ??	1	1
4353	Ma stai zitta frichetta del cazzo puttana vittima <URL>	1	1
4354	Asia Argento in un suo account di twitter,  o almeno che appare suo ad una occhiata, ha una pic con un gesto che potrebbe sembrare politico. Ma forse sono io che sbaglio. O fraintendo, o è uno schezzo. <URL>	0	0
4355	<MENTION_1> Wow che bocce	1	1
4356	Francesca zitta che sei una troia #Isola	1	1
4357	<MENTION_1> Che bel culo tutto da riempire	1	1
4358	Io sarò all’antica eh... ma leggere “Kaffè”, mi fa cagare porca puttana!!! #buongiornokaffe	0	0
4359	<MENTION_1> Sì sì, un bel culo, cioè giovedì!	1	1
4360	<MENTION_1> <MENTION_2> Silvio. Perdonami. Io direi anche basta, dai. Sei stato bravo, e la discesa in campo, e l’Italia è il Paese che amo, e il Milan, e Mediaset, e “siete oggi come sempre dei poveri comunisti”, e Ruby, e la culona inchiavabile. Davve	0	0
4361	di cazzi ce ne sono una quantità, comunque sei bellissima con il tuo bel culo;bacioni	1	0
4362	<MENTION_1> Come ti sfonderei quel bellissimo culo mmmmmmm	1	1
4363	<MENTION_1> <MENTION_2> <MENTION_3> <MENTION_4> <MENTION_5> <MENTION_6> <MENTION_7> <MENTION_8> <MENTION_9> <MENTION_10> <MENTION_11> <MENTION_12> <MENTION_13> <MENTION_14> Bella troia te lo infilerei tuttodentro	1	1
4364	<MENTION_1> Comunista del cazzo culona inchiavabile	0	0
4365	Ah sta zoccoletta	1	1
4366	<MENTION_1> Proprio un bel culo da sculacciare bene	1	1
4367	oggi dovevo uscire con i miei amici ma come al solito sono crollata porca puttana spero non si siano incazzati	0	0
4368	<MENTION_1> <MENTION_2> PFIGLIO DI I3691ARE LURIDO MAGNACCIONE MAGNACCIA DELINQUENTE VAI A SFOTTERE I MORTACCI TUOI E NON LA GENTE ONESTA E X BENE;LATRINA SI NOTA CHE SIETE A VOSTRO AGIO ASGUAZZARE NELLA	1	1
4369	mi vien da piangere ma porca puttana	0	0
4370	<MENTION_1> Uno che chiamava culona la Marvel e dava dell'abbronzato a Obama e narrava a tutti del bunga bunga era meritevole di ricevere calcioni nel sedere, magari insieme ai tanti che allora lo votarono... lui indegno di rappresentare l'italia. .	0	0
4371	<MENTION_1> <MENTION_2> Porca puttana ?	0	0
4372	<MENTION_1> Figa di legno	1	1
4373	<MENTION_1> <MENTION_2> Si ma non credere che ti liberi di lei e ne arriva uno/a meglio.... Tutti una cosa sono. Uno/a che ti incula per qualche altra cosa la trovi sempre ad ogni nuovo governo. Quindi, alla fine, festeggiare è relativo. Possiamo ca	0	0
4374	<MENTION_1> Bella pompinara ?????	1	1
4375	RT <MENTION_1> <MENTION_2> <MENTION_3> <MENTION_4> andò da daria bignardi perche avevo detto a <MENTION_5> POMPINARA ho la SENTENZA e…	0	0
4376	"Ad una su instagram le hanno inviato un direct con scritto tipo sei bella, ti stupro"" e lei ha messo lo screen con un cuore MA CUORE COSA mi sento male ve lo giuro"""	0	0
4377	La ragazza che lavora nel negozio dove vado a fare sempre shopping mi ha detto che ho un bel culo :3333	0	0
4378	<MENTION_1> <MENTION_2> <MENTION_3> <MENTION_4> <MENTION_5> <MENTION_6> <MENTION_7> <MENTION_8> <MENTION_9> <MENTION_10> <MENTION_11> Bella tettona???	1	0
4379	#Incontrai5SOS porca puttana è da lunedi che ho un'ansia assurda cazzo spero tantissimo di vincere per una volta	0	0
4380	<MENTION_1> Che bella tettona	1	0
4381	<MENTION_1> <MENTION_2> La chiattona parla di malocchi agli prezzemolo e finocchi	1	1
4382	Io vi dico che la mia amica mentre era ubriaca ha urlato ad un tizio ti scoperei.Ora stanno insieme da 5 mesi ciaooooo	0	0
4383	RT <MENTION_1> Ma porca puttana, lo ha detto di nuovo: I #migranti vi pagheranno la pensione..!!! Sono una risorsa per voi stupidi It…	0	0
4384	"COME CAZZO SI FA A CHIAMARE DEGRADO"" UNA PERSONA IN DIFFICOLTÀ PORCA PUTTANA IO NON LO SO. <URL>	0	0
4385	<MENTION_1> <MENTION_2> buongiorno bella tettona mia	1	0
4386	porca puttana è mio, solo mio, nient'altro che mio, inteso brutte teste di cazzo? ehm.. circa :3 <URL>	0	0
4387	<MENTION_1> un modo elegante per dire pezzo di figa?	1	1
4388	<MENTION_1> Porca puttana!...ma come possiamo fermare tutto questooooo!!???!!!???	0	0
4389	"non so se sono peggio quelli che per farvi un ""apprezzamento"" vi scrivono ""ti stupro"" o voi che rispondete con cuori e ringraziamenti considerandoli davvero complimenti"	0	0
4390	<MENTION_1> Mmmmmm stella sei una porca	1	1
4391	Tini è del ‘97 come me.Io sono tutto il suo contrario.Porca puttana, perché alcune ‘97 sono così belle e perfette e poi ci sono io che sono un cesso della madonna???	0	0
4392	Porca puttana le allucinazioni! Io non vedo capelli lunghi lo sto solo immaginando <URL>	0	0
4393	<MENTION_1> <MENTION_2> Gli stessi che a un bel culo preferiscono un cervello funzionante?	0	0
4394	<MENTION_1> buongiorno bellissima tettona	1	0
4395	Io questo Mark Collins non lo sopporto più! Levatelo dal cast! Mi sta sul cazzo, porca puttana! #Scorpion	0	0
4396	se stavolta non vinco smadonno porca puttana sono stufa posso vincere anche io qualcosa per una cazzo di volta????	0	0
4397	<MENTION_1> <MENTION_2> Ti sborro sulla lingua	1	1
4398	<MENTION_1> <MENTION_2> Ma porca puttana...sti maledetti	0	0
4399	<MENTION_1> Mmmm, che bel culo	1	0
4400	<MENTION_1> Che morona tettona ?	1	1
4401	<MENTION_1> Oh che bella pompinara	1	1
4402	<MENTION_1> Si ma la panicucci presenta un programma di mattina seguito per lo più da signore anziane..mica possono conciarla come un puttanone	1	0
4403	<MENTION_1> come ti chiaverei credimi	1	1
4404	io non dovevo uscire lo sapevo che non dovevo uscire porca puttana me ne resto a casa per il prossimo anno non me ne fotte un cazzo mi possono anche pregare io dal letto non ci esco più	0	0
4405	<MENTION_1> Taci almeno,sei un anima colma di contraddizioni,hai sempre sostenuto il contrario di quello che scrivi qui,mi chiedo se sei mentalmente sana,sei antipatriottica,e non hai mai difeso i valori del tuo paese.	1	1
4406	Il premio fdl, figa di legno, è tuo, tranquillo. Neanche tu ce l'hai d'oro — Se non te l'ho uscito un motivo ci sarà stato, quindi I don't care about your opinion? <URL>	1	1
4407	<MENTION_1> <MENTION_2> che pompinara mmmmmm	1	1
4408	"<MENTION_1> <MENTION_2> ????????????????mavaffanculovà! Nel senso metaforico, come dire ma che cazzo dici???!?!?????"""""	0	0
4409	<MENTION_1> <MENTION_2> MA CON QUELLA FACCIA DA TROIA COSA VUOI FAAARE!??	1	1
4410	<MENTION_1> Mmmm, che bel culo da scopare	1	1
4411	<MENTION_1> Pezzo di figa pazzesco	1	0
4412	<MENTION_1> <MENTION_2> <MENTION_3> Sei talmente cesso che a un concorso di merde neanche ti prenderebbero per Quanto sei in vantaggio lurida MERDA schifosa	0	0
4413	Accendo la TV e chi vedo? #Napolitano Porca puttana ma perché ho votato....	0	0
4414	<MENTION_1> Altra puttanona	1	1
4415	"#MarinaBerlusconi ""mio padre sarà nei libri di storia"" si per la battuta  ""culona inchiavabile""  e quella sulla mela da girare ?"	0	0
4416	Sta piovendo fortissimo e come ogni volta in cui piove fortissimo ho 6 ore, l'alternanza di pomeriggio, i capelli sporchi da lavare e l'educazione fisicaMa porca puttana	0	0
4417	<MENTION_1> <MENTION_2> <MENTION_3> <MENTION_4> <MENTION_5> <MENTION_6> <MENTION_7> <MENTION_8> <MENTION_9> <MENTION_10> <MENTION_11> <MENTION_12> <MENTION_13> e che cazzo c'entra? Sempre una berlusconiana di ferro avete votato.	0	0
4418	PORCA PUTTANA EDWARD CHE SALVA MARTIN IO VOGLIOM O R I R EM A L E#Gotham	0	0
4419	<MENTION_1> Bel culo che hai	1	0
4420	<MENTION_1> Per avere un bel culo si fa questo ed altro	1	0
4421	<MENTION_1> Dolce notte bella tettona	1	0
4422	<MENTION_1> <MENTION_2> Che bel culo	1	0
4423	Chi non lavora non fa l’amore ma se stamattina stavo a letto anziché venire a lavorare forse chissà non si sa mai ma puttana Eva che cazzo di sonno oh	0	0
4424	<MENTION_1> Sta #cessasociale di #radicalchic succhia cazzi neri se li portasse a casa e non rompesse il cazzo al prossimo	1	1
4425	<MENTION_1> MA TACI INETTA.	1	1
4426	sono stufa di questa classe e di questa scuola porca puttana non vedo l’ora che passi sto anno e mezzo voglio andarmene	0	0
4427	...... porca puttana ci sto credendo	0	0
4428	LO DIMENTICHEREI ANCHE IO PORCA PUTTANA <URL>	0	0
4429	<MENTION_1> Che bel culo complimenti	1	0
4430	amore succhialo mentre ti inculo,fa la troietta	1	1
4431	Sks hai le labbra da pompinara' Cit. <URL>	1	1
4432	<MENTION_1> <MENTION_2> <MENTION_3> E taci che é meglio	1	1
4433	<MENTION_1> Buon pranzo e un bacione alla tettona	1	1
4434	Se l'è cercata. Io avrei detto <MENTION_1> #scusaci	0	0
4435	Signori, il «Sì, porca puttana!» di <MENTION_1> Fine.#TVOI	0	0
4436	Dirò solo che la cosa più bella della settimana è che domani vado dall'estetista ed ho detto tutto porca puttana impestata	0	0
4437	E menomale che non è Figa di Legno. ?? <URL>	0	0
4438	<MENTION_1> Che tettona	1	0
4439	Scusate per la cattiveria ma questa mi fa proprio schifo, porca puttana#cepostaperte	0	0
4440	Asia Argento sostiene questa petizione diretta a voi. Cosa rispondete? <MENTION_1> <MENTION_2> <MENTION_3> <MENTION_4> <MENTION_5> <MENTION_6> <MENTION_7> #elezioni2018 <URL> #MeToo	0	0
4441	<MENTION_1> sei bellissima gran pezzo di figa, ti voglio sentire in chat anche con un ciao a bona.	1	0
4442	<MENTION_1> <MENTION_2> Asia argento, non penso di aver mai visto un suo film e credo sia fuori dal giro del cinema italiano.E’ poi scomoda e imprevedibile per le sue posizioni politiche. Carpentieri, un grande, ieri sera ha spiegato bene il cinema itali	0	0
4443	<MENTION_1> Anche a te bella tettona	1	1
4444	<MENTION_1> <MENTION_2> Se permetti vattela a prendere nel culo tu che sei più adatta. Un linguaggio da puttanona autentica forse lo sei? Mi sembra di s bagasciona te e tutta la razza tua.	1	1
4445	RT <MENTION_1> porca puttana adesso che mettono i telegatti posso vincere un'oscar e pure un telegatto let's go	0	0
4446	Okay, okay Sono una regina, posso indossare quello che voglio, ho un bel culo e delle belle labbra, ti prego fa che nessuno mi prenda in giro, ti prego	0	0
4447	<MENTION_1> <MENTION_2> <MENTION_3> <MENTION_4> <MENTION_5> E si sono incazzato a leggere certe risposte perché mi sembra davvero assurdo vedere certi partiti con certe percentuali dopo lo schifo che hanno fatto per anni !!!! Porca puttana !!!!	0	0
4448	La gratitudine alta quota cresce  e rinverdisce meglio.. Terra buonaParadiso per te stesso  con sacrifici rinunzie.vedrai ifiglioNel Calcio gioia altro   lurida  balorda puttana  figlio  miooricordaCalcio amore unione fra giocatori comando cresciuto gracias mam <URL>	0	0
4449	<MENTION_1> io non la consideravo proprio, dopo le elementari avr fatto al massimo altre 3/5 lezioni sono diventata culona per questo	0	0
4450	C'erano due bambine in ostaggio di un maniaco, porca puttana.E questi facevano conversazione. #chilhavisto	0	0
4451	<MENTION_1> Che pompinara	1	1
4452	Ho appena finito di mangiare.Ho ancora fame.Ho appena ordinato una piadina.Mi sto insultando in tedesco.Porca puttana la miseria.	0	0
4453	Il 22 marzo mi fa riflettere su quanto io sia cambiata, cresciuta e abbia lasciato molte cose alle spalle per trovarne di nuove ma PORCA PUTTANA I MCR SEMPRE LÀ A ROMPERE LE PALLE EH	0	0
4454	<MENTION_1> <MENTION_2> Ciao sono lusingato hai un bel culo piaci un casino ma mi sa che siamo lontani	1	0
4455	<MENTION_1> Ti scoperei per ore tesoro baci ti desidero	1	1
4456	<MENTION_1> <MENTION_2> <MENTION_3> Più giù.. più in fondo e prendi un 9 anche da me..!?	1	1
4457	5×2 daenerys ha mandato tutto a puttane ma che cazzo faiiii	0	0
4458	<MENTION_1> Se esci con uno e non la dai subito sei figa di legno. Se la dai subito sei una cagna. Se l'hai data una volta e poi hai cambiato idea sei una troia stronza. Se vuoi sfilare ogni giorno invece sei una maiala. Se vuoi una storia seria sei	0	0
4459	Ma che bel culo haaa	1	0
4460	<MENTION_1> Dille che da piccolo ero innamorato di Tina, bidella de Primavalle tettona.	1	0
4461	Cazzo di troia che sei	1	1
4462	<MENTION_1> Io ti inculerei volentieri	1	1
4463	Pompinara che odio	1	1
4464	Perché deve essere tutto così complicato porca puttana ???	0	0
4465	<MENTION_1> PORCA PUTTANA LADRAAA	0	0
4466	<MENTION_1> Se fossi vicino ti inculerei e succhierei ben bene quel bel.cazzone che hai troia	1	1
4467	Sui treni giapponesi è severamente vietato parlare al telefono, tanto da vietare anche la semplice suoneria. Su questo treno c’è una vecchia che da 25 minuti sta parlando ininterrottamente al telefono porca troia stai zitta	1	0
4468	<MENTION_1> ti scoperei	1	1
4469	RT <MENTION_1> È una settimana che sta andando avanti sta storia, basta prendersela con Trixie pure quando respira porca puttana !!!!!!…	0	0
4470	ripercorro io, con lei, quanto presente negli atti del processo E COME AVRAI INTUITO ADESSO TI INCULO #StorieMaledette	0	0
4471	<MENTION_1> Credo che il termine tecnico sia puttanone da sbarco.	1	1
4472	<MENTION_1> Bel culo strinto	1	0
4473	<MENTION_1> Ma che bel culo	1	0
4474	Ragazzi un secondo,porca puttana,siate meno ottusi. State dicendo che Emma e una stronza che rideva?! Ma seriamente dopotutto quello che glie è stato fatto,al punto di cambiare squadra, estraniata da tutti è stata solo che una signora nei confronti di Carmen. #Amici17	0	0
4475	PORCA TROIA RAGA CHE CAZZO SIGNIFICA PUNTO DI DOMANDA. <URL>	0	0
4476	RAGA MA MIA MAMMA NON VUOLE FARMI VESTIRE ALL’INSTORE COME VOLEVO PERCHÉ DICE CHE SEMBRO UNA BATTONA AOOOO MA CHE VUOI	0	0
4477	<MENTION_1> devi stare zitta madonna troia	1	1
4478	<MENTION_1> Bellissima tettona ??	1	0
4479	Porca puttana che nervosoo!!! Perché non riesco a ricordare mai niente?!?!?!?	0	0
4480	<MENTION_1> Taci che fai più bella figura	1	1
4481	<MENTION_1> <MENTION_2> Ma stai zitta avete portato l'Italia al fallimenro!!	1	1
4482	alla Domenica In della Venier c'è il cruciverbone di Boncompagni, like it's the 80s again. però le caselle le gira una tettona che Boncompagni mai avrebbe fatto entrare in studio.	1	1
4483	<MENTION_1> <MENTION_2> <MENTION_3> era meglio che stesse zitta, in tante, ma proprio tante occasioni perchè la realtà l'ha completamente smentita, in tutto,provocando tanti drammi e dolori a tante famiglie italiane in difficoltà  <URL>	1	0
4484	<MENTION_1> <MENTION_2> <MENTION_3> E tu una succhiacazzi per Saturno	1	1
4485	<MENTION_1> in sostanza vuoi dire che sta andando tutto a Puttane?? (culona inchiavabile a parte)	1	0
4486	Che bel culo per darvi la buonanotte	1	1
4487	<MENTION_1> Che bel culo	1	1
4488	<MENTION_1> <MENTION_2> Sei stata zitta per 20 anni! Ma di quale museruola parli? Potevi parlare prima. Sei patetica! ?	1	1
4489	Guardo le foto delle vacanze. Penso a quello che avvenuto. Ho la consapevolezza di avere una moglie troia. Mi piace. E mi piace essere cornuti. Vedo noi nei selfie lei con la faccia da troia e io da cornuti e la cosa mi fa diventare il cazzo duro	1	1
4490	Ma perché al #Senato ci deve andare un membro di #ForzaItalia porca puttana!! Perché non uno di #FratellidItalia? #Berlusconi testa di merda pedofila	0	0
4491	<MENTION_1> Zitta bionda puttana.	1	1
4492	#chilhavisto Secondo me lo fanno di proposito a raccontare queste storie per farmi incazzare, porca puttana. Denunce su denunce INUTILI, che peggiorano solo la situazione perché fanno incazzare il marito che alla fine la uccide comunque.	0	0
4493	<MENTION_1> succhia cazzi ! <MENTION_2>	0	0
4494	<MENTION_1> DIMENTICAVO DI FARE I COMPLIMENTI AL TUO BEL CULO	1	0
4495	<MENTION_1> Che pezzo di figa !!!!	1	0
4496	Volevo dire alla Yamamay che tettona non sinonimo di curvy dato che di vita ha una 40, quindi confidence sta minchia.	0	0
4497	Ieri in fila imbarchi, volo per Fiumicino, coppia sui 40, lei spazientita al max, in occhiali da sole che sbuffa lui attaccato tipo colla:-oh amo, amo? Oh oh.Lei sbraita:- a ramì ma che cazzo voi porca puttana.???? l’amore quello bello	0	0
4498	<MENTION_1> <MENTION_2> Serracchiani, ma taci e non dire stupidaggini, voi siete la lebbra del mondo	1	1
4499	PUTTANONE PATINATO VIBES &lt;3 <URL>	0	0
4500	<MENTION_1> Hai rotto il cazzo Lorenzo porca puttana	0	0
4501	<MENTION_1> <MENTION_2> <MENTION_3> <MENTION_4> <MENTION_5> <MENTION_6> <MENTION_7> <MENTION_8> <MENTION_9> <MENTION_10> <MENTION_11> Mmmmmmmm come ti sfonderei	1	1
4502	"<MENTION_1> Sei stata ripescata, almeno stai zitta ""Sciacquetta"""	1	1
4503	ho appena letto 'ciao ti stupro'. come commento sotto una foto di instagram, detto alla tipa della foto dalla sua migliore amica come complimento io non ho più speranze	0	0
4504	La cosa che mi ha fatto ridere dopo il primo botto è stata la mia amica che si è impuntata sul marciapede dicendo mentre mi guardava fissa: “No, figa..” con l’accento brianzolo come per dire “OH FIGA SE DEVO MORIRE ALMENO LASCIATEMI ANDARE A CASA A SALUTARE I MIEI CARI”.	0	0
4505	<MENTION_1> Te lo infilerei tutto in culo troietta	1	1
4506	<MENTION_1> Buonasera bella tettona	1	0
4507	Mamma mia i jeans a vita alta mi fanno proprio un bel culo	0	0
4508	ci stavo pensando anche io, porca puttana. <URL>	0	0
4509	Ma che cazzo dice?Participio presente <URL>	0	0
4510	A Noci al 2° piano l'ho sentita per 3 secondi, però porca puttana, mi ha fatto perdere 10 anni di vita.Non oso immaginare i brindisini#Terremoto #Puglia	0	0
4511	<MENTION_1> <MENTION_2> Che pezzo di figa	1	1
4512	Ho avuto compagne di classe che venivano picchiate dal fidanzato, alle quali venivano dette frasi come “donna schiava zitta e lava”, che venivano accompagnate a scuola fino all’entrata e controllate e che lo reputavano normale. Per questo seguo e sostengo <MENTION_1>	0	0
4513	PORCA PUTTANA CHE BELLEZZA <URL>	0	0
4514	sweet lies la puttana che sei e la puttana che rimarrai per sempre	1	1
4515	quanto sono belli i reggiseni a balconcino sarebbe bello anche poterli usare se non fossi tettona e non uscisse tutto da sopra :-)	0	0
4516	PORCA PUTTANA CHE ANSIA CHE ANSIA ODIO LA FORMULA UNO E I SUOI FUSI ORARI DI MERDA	0	0
4517	MI SONO ADDORMENTATA CON NETFLIX APERTO  PORCA PUTTANA	0	0
4518	<MENTION_1> <MENTION_2> Ma stai zitta!!!	1	1
4519	Mi dite con quale criterio vi siete girati in massa, porca puttana?!#Tvoi	0	0
4520	<MENTION_1> <MENTION_2> <MENTION_3> <MENTION_4> Ma zitta troglodita	1	1
4521	<MENTION_1> Questo comando l'aveva dato la culona Merkel sei anni fa	1	1
4522	<MENTION_1> <MENTION_2> <MENTION_3> <MENTION_4> Porca puttana?	0	0
4523	Le moto sono belle, ma quando c'è un pezzo di figa vicino passano in secondo piano <MENTION_1>	1	0
4524	<MENTION_1> Che bel culo	1	0
4525	<MENTION_1> <MENTION_2> <MENTION_3> <MENTION_4> <MENTION_5> chi sarà vincitore ê ovvio..chi saran perdenti pure (biondo culona overall e vodka allentapresasueu).. gialli avran lor ago15bis che gli farà consumar un altro pó riserve..	0	0
4526	La Cipriani con le sue tette da spagnola! #FRANCESCACIPRIANI #VIP #ITA #SEXY #HOT #TETTE #TETTONA #TOPLES #BOOBS #TITS #BUSTY #BLONDE <URL>	1	0
4527	<MENTION_1> ad invasioni era andato l ad del Milan Marco Patuano perché è hard bignARD avevo detto pompinara a <MENTION_2> ho pagato 30000 euro e lei sta a 3 TRE NITALIA FS lui trentamila nel Milan trenta Milan mi hanno rubato senza contare Anton	0	0
4528	<MENTION_1> Bel culo tutta la vita	1	0
4529	"<MENTION_1> A me dissero sei proprio un commerciale"", i.e. ""che troia che sei"""""	0	0
4530	"<MENTION_1> Mmh il ritorno,? e quando mai è partito è da una vita che sta li a scassare la minkia e a dettare ordini e peggio ancora, ""è longevo porca puttana!"" ?"""	0	0
4531	<MENTION_1> Porca puttana....	0	0
4532	È una settimana che sta andando avanti sta storia, basta prendersela con Trixie pure quando respira porca puttana !!!!!!!!!!Calmatevi un attimo perché vi state triggerando per un reality show pilotatissimo e finto come le tette di Michelle Visage.	0	0
4533	Voglio rinascere figa di legno.	0	0
4534	<MENTION_1> Veramente prima d'ora non era mai successo niente, tranne un mezzo scemo che aveva dato del capò prima e della culona poi a due rappresentanti del governo tedesco.	0	0
4535	<MENTION_1> <MENTION_2> <MENTION_3> <MENTION_4> <MENTION_5> <MENTION_6> <MENTION_7> <MENTION_8> <MENTION_9> <MENTION_10> <MENTION_11> ma se la #culona #tedesca che predica #austerit mi sono perso qualcosa	1	1
4536	<MENTION_1> TI STUPRO IL GATTO MENTRE DORMI...aspe c'è l'hai il gatto?	0	0
4537	<MENTION_1> <MENTION_2> ringrazino la culona	1	1
4538	Mi é salita quell'improvvisa  voglia di carbonara, porca puttana datemela che sono ciclata e ne ho bisogno	0	0
