id	text	misogynous	misogyny_category	target
3621	If you hit a woman you are a cunt. And you should have your arm broken, in 3 places.	0	0	0
3622	All now you got a woman you lying to just for crutch and wanna tell me cunt	0	0	0
3623	<MENTION_1> <MENTION_2> I was specifically on her side, 'cunt' was directed against the woman who compared b… <URL>	0	0	0
3624	<MENTION_1> #johnfkelly. I remember the golden woman years in the NJ State Police being callked a cunt for 20 years. Sacred,I think not	0	0	0
3625	<MENTION_1> A woman saying cunt is the equivalent of a black person saying nigger. They can say it but woe to so… <URL>	0	0	0
3626	New ~ <URL> Glorious ebony woman is having fun with a midget’s tiny cunt Daddy luvs THIS	0	0	0
3627	<MENTION_1> <MENTION_2> Your a no nothing woman hating cunt Reliving you sad little hatred of your unloving mothe… <URL>	0	0	0
3628	<MENTION_1> Rubbing Her Cunt With Her Panties Down Is Such A Pleasure To Watch And Perv At ♥️ This Woman Is A Bea… <URL>	0	0	0
3629	<MENTION_1> He’s still a woman beater #cunt	0	0	0
3630	Young Woman Gets Loud While She Stuffs Her Cunt <URL>	0	0	0
3631	<MENTION_1> When a man ejaculates inside the woman you love, he should be decent enough to marry. I hope that cunt proposed!!!	0	0	0
3632	<MENTION_1> Ive told this story many a time: first time I heard 'cunt' used against a woman was in 'One Flew O… <URL>	0	0	0
3633	<MENTION_1> This bloke is the sort of cunt who's old woman is fucking someone else but says well what can you do?!	0	0	0
3634	Remember that male jogger who pushed that woman into a bus? He probably had very rich lawyers and is lying low in the Caribbean. Cunt.	0	0	0
3635	I love how I wasted 5 years on a stupid cunt. Only to find true love with the beautiful woman I was with before that. Life's funny sometimes	0	0	0
3636	typical u find a nice woman and some dumb cunt tells her u will get more tips if u turn greys off	0	0	0
3637	yet another reminder that sexism is alive and well everywhere i am, & any woman who stands up for herself is automatically a bitch or a cunt	0	0	0
3638	Oh go and beat up another woman you boring cunt. <URL>	0	0	0
3639	asher is an idiot.. if 4 men take a woman upstairs of course they’re gonna rape her u fucking cunt	0	0	0
3640	The Swollen Cunt Of A Blonde Woman Troop Commander <URL>	0	0	0
3641	<MENTION_1> <MENTION_2> straight to 'cunt'? Over.. what exactly?? cause a woman online posted something you dislike… <URL>	0	0	0
3642	📷 greeneyjon: Good big gaping cunt on that slut girl. <URL>	0	0	0
3643	How to Pronounce Audi Cunt ↺RT❤ <URL> #slit #box #muff #clit #Audi #slut #gash #puss #twat #AudiCunt #a	0	0	0
3644	Please rape my slut cunt and fill it up to the brim with thick, hot cum <URL>	0	0	0
3645	<MENTION_1> <MENTION_2> fag idiot cunt loser egirl slut cumholder	0	0	0
3646	Just got a ticket for going to my own park after hours . Like nigga close the gate then u dumb slut cunt hoe . Nigga said nice car when ....	0	0	0
3647	#Sext from #Daddy: 'My little toy. Which hole shall I stuff, slut?' Be right back, just being carried away in a tsunami of cunt juice. 🌊	0	0	0
3648	Ophelia the slut hurricane hits today and I can guarantee that bitch will destroy my internet ready for front page 😒😡	0	0	0
3649	<MENTION_1> - - - - - - - -> Definitely the Hottest Bitch Ever ................ Ali Tmak <MENTION_2> . <URL>	0	0	0
3650	I'm the nicest fucking person but if you come at me calling me a slut and such for having an opinion I will be a bitch to you. Not sorry.	0	0	0
3651	Do you guys accept your significant other calling you out of your name! i.e bitch hoe slut etc.... And I’m not talking about during sex. 🤔	0	0	0
3652	Texts after calling me a slut and telling me I was a bitch and that no one liked me. When I went to the dean with my mom and showed him the	0	0	0
3653	<MENTION_1> happy 7 year anniversary mistress Carol -so happy to be your Panty Bitch and Total Slut, your voice eas… <URL>	0	0	0
3654	.... mean about you or your team and your on your video saying I'm crying and a slut and a bitch and all this... like dudes it's a game!!!	0	0	0
3655	I love my bitch we be clowning I call her an my mom Facebook thots 😂 and she call me a Instagram slut 😅😂 bitch got me fucked up 🙄😙	0	0	0
3656	<MENTION_1> Think anyone who gets turned down for a date and calls her a bitch or slut. Usually a phase that can be… <URL>	0	0	0
3657	SLUT BITCH LIKED IT TOO! <URL>	0	0	0
3658	How to Pronounce Slipknot Bitch ↺RT❤ <URL> #mutt #demur #slut #shrew #sultana #kickupafuss #refute #bar	0	0	0
3659	This is besides the catcalls, the hey baby’s and calling me a slut and bitch when I wasn’t interested. Fuck this shit.	0	0	0
3660	It's 2017 and ur stillllll slut shaming?? BITCH BYE	0	0	0
3661	But bitch hey they look so good <MENTION_1> let me be your slut	0	0	0
3662	<MENTION_1> U Know what Never Mind bitch Slut i never even Liked yuo	0	0	0
3663	<MENTION_1> hey can i go an live with girls like am a tidy bitch in green slut life ?	0	0	0
3664	<MENTION_1> <MENTION_2> bitch we r now TxF sluts	0	0	0
3665	If most of ur posts r abt how 'hoes', 'sluts', 'thots' or 'bitches' ain't shit, u SIR r a bitch and so is ur weak ass mom & absentee father.	0	0	0
3666	RT IF UR A SHEMALE DOM OR A SISSY LOOKING OR WILLING TO DO REALTIME ANAL!U HAVE TO BE THE GIVER THIS BITCH ONLY TAKES LIKE A SLUT!😈 <MENTION_1>	0	0	0
3667	My lil slut whore loves suckin dick for to pay her goddess .. Turnt allll the way out just for me ;) lil slut mut… <URL>	0	0	0
3668	I was called a slut and whore on the bus b/c I didn't reciprocate a boys feelings for me #MeToo	0	0	0
3669	<MENTION_1> & we should be cautious when using them. Slut and whore are examples. I don't think people should be us… <URL>	0	0	0
3670	Anna Is Nurse By Day And Naughty Slut Whore By Night I think im addicted to your cok	0	0	0
3671	Teenage whore by hole is my fav song rn! So relatable... I miss my mall slut phase	0	0	0
3672	<PERSON_1> Burggrub 53 91332 Heiligenstadt Exposed Gay German Sissy Faggot Whore Hure Nutte - Home <URL> Gay Slut	0	0	0
3673	i was called some type of whore or slut bc i was more developed. like since i was like 11 man <URL>	0	0	0
3674	bc were women, we automatically get labeled as a slut or whore when attacked, or accused of wanting it. too much goes unheard #metoo	0	0	0
3675	I REWARDED MY LIL SISSY SLUT & ALLOWED HER TO GO ENJOY & BE A WHORE @ LOCAL GLORY HOLE ..I'm such a good mommy to m… <URL>	0	0	0
3676	<MENTION_1> <MENTION_2> <MENTION_3> here's my point you dog of assad son of whore father of slut <URL>	0	0	0
3677	<MENTION_1> <MENTION_2> I’m still not sexually active and still get called a whore or a slut all the time	0	0	0
3678	Corporate whore meets confident slut. Wants & desires here <MENTION_1> <URL>	0	0	0
3679	I want to be a cum slut cock whore and get as much cock and cum as I can	0	0	0
3680	<MENTION_1> is a whore for any medical show and I'm a slut for a crime drama. Two sides of the same coin.	0	0	0
3681	cocks of the beasts we keep. The life of a slut or breeding whore is quite exciting.” <URL>	0	0	0
3682	<MENTION_1> So you kind of contradict yourself because one post says people call you all slut or a whore but on a… <URL>	0	0	0
3683	Was called a slut and a whore because I wore shorts to school during the summer. <URL>	0	0	0
3684	if the temp is 50 degrees & up in the fall time🍂i will always wear shorts & booties. call me a slut, hoe, or whore idc🙂	0	0	0
3685	masturbate intensive for that whore slut <URL>	0	0	0
3686	<MENTION_1> <MENTION_2> This is after he went on a rant calling me a slut and a whore for blocking him. <URL>	0	0	0
3687	Shan: even dumb sluts get pissed over cat calling Me: meeeeeee Shan: no you're an idiot whore there's a difference	0	0	0
3688	<MENTION_1> Please call me slut or whore sex mistress~	0	0	0
3689	honestly the amount of interalized misogyny n slut shaming I have is incredible. I feel like a whore and an awful person 4 buying condoms 🙃	0	0	0
3690	📹 cumbutt: gaymanfetish: nohoslut: Never be ashamed of being a CUM whore pig slut Follow my other... <URL>	0	0	0
3691	'aw, does the little slut love when mommy touches them? you're such a whiny mess right now. such a good whore for me, angel.'	0	0	0
3692	If anyone calls you a slut or a whore we'll stop them by calling them another insult. You go girl. And if you can… <URL>	0	0	0
3693	everyone calls elly a slut or whore but where in the hell is the evidence ?	0	0	0
3694	Your “fandom” must be terrible if you think sending people messages saying they’re a whore or slut is okay over a j… <URL>	0	0	0
3695	The same men who start wailing saying 'WAAAAHHHH NOT ALL MEN OMG YOU BITCH IM NOT LIKE THAT' are the same POS I'm talking about	0	0	0
3696	i swear everytime i go ''men are trash'' my irl feels the need to say ''well... not ALL men'' BITCH WHO ASKED YOU	0	0	0
3697	<MENTION_1> You got reply in before mine, but what I'm pointing out is women work their lives around being safe from *some men*, not all men	0	0	0
3698	We KNOW that not all men are rapists, but unfortunately 1 in 4 women and 1 in 6 men have experienced abuse....and that is TOO MANY VICTIMS.	0	0	0
3699	<MENTION_1> ...did you just get “not all men” from a woman? Interesting 🤔 When 1/6 women have experience attempted se… <URL>	0	0	0
3700	<MENTION_1> And that's only the women that have posted it.. I wrote about the 'Not All Men' culture as well - <URL>	0	0	0
3701	<MENTION_1> <MENTION_2> <MENTION_3> I mean all women have fathers. Not all men have daughters so 'daughter issue' i… <URL>	0	0	0
3702	I'd like to claim 'not all men,' but I too have been a misogynistic & sexist ass to women who have been & remain my friends. I repent.	0	0	0
3703	women: hey, if you guys could respect us m - random man: WHY ARE YOU HATING AND TARGETING US? WOMEN ARE BAD TOO. NOT ALL MEN. FIX YOURSELVES	0	0	0
3704	Not all women have vaginas. Not all men have dicks. Not all humans identify to a gender. All are our equals, so cork the insecurities & STFU	0	0	0
3705	<MENTION_1> A whole lot of 'not all men' and ''no women I know' with a side of 'women (one in particular) are crazy'	0	0	0
3706	<MENTION_1> My point is that men aren't all the cause of it mostly is but not all men and some women blame all men.	0	0	0
3707	<MENTION_1> Sorry Tomi not all men were raised correctly! I was raised that all women are ladies until they prove otherwise!!!	0	0	0
3708	If women say all men, don’t be an asshole and say ”Not all men”. Just man up, treat them with respect, let your... <URL>	0	0	0
3709	I'll never understand super chauvinistic or super feminist groups... not all men are bad, not all women are bad. #AHSCult	0	0	0
3710	'not all men hurt women but all women are hurt by men' tattoo that on ur tits and fuck them	0	0	0
3711	Not all women have weaves, some way not all men are dogs 😉 <URL>	0	0	0
3712	I wish men would listen to women and call out their fellow men for their sexist behavior instead of instantly going 'not all men'	0	0	0
3713	#MeToo Not all men, far from it, sexually abuse women.However, all women have experienced sexual harasment.So not all men, but all women.	0	0	0
3714	Tw: I keep waking up to new women coming forward about their assaults. Does it matter if it's 'not all men' if it is all women?	0	0	0
3715	We are not all men and women of God in this context, I'm not talking generalization, I'm talking about Gods prophet… <URL>	0	0	0
3716	<MENTION_1> The thing is some men are shy and some women are more forceful like me: not all men are the out front protectors.	0	0	0
3717	But hey he's also the nigga that goes 'Not all men' when women are talking about how sexual abuse traumatizes them so it's expected	0	0	0
3718	<MENTION_1> <MENTION_2> <MENTION_3> Look its simple. Women talk about rape in #metoo & you say not all men… <URL>	0	0	0
3719	<MENTION_1> So men and women can’t live together without sexual assault taking place?🙄 not all men are monsters!!!!	0	0	0
3720	And it's irritating, just like the 'Not all men' or 'But he's a good guy' argument in the face of sexual harassment women face EVERY DAY.	0	0	0
3721	When men argue that not all men are abusive, yet women are also naturally irresistible, I wonder wat it's like 2 embody cognitive dissonance	0	0	0
3722	EVERYDAY YOU SHOVE 'NOT ALL MEN' DOWN THE THROATS OF WOMEN TALKING ABOUT THEIR EXPERIENCES. ARE YOU NOT TIRED? ARE YOU NOT FREAKING TIRED??	0	0	0
3723	<MENTION_1> That’s annoying. Not all men are the same and not all women are. Whatever works for two consenting adul… <URL>	0	0	0
3724	wahhh not all men /: praise me for not assaulting women /: make this about ME /: <URL>	0	0	0
3725	I understand women are frustrated with rape culture but not all men are pieces of shit , we may cheat but some of us have daughters	0	0	0
3726	<MENTION_1> Not all men. You are all driven by the same lusts women are, some just persue those lusts differently 😏	0	0	0
3727	Not all women are victims. Not all men are guilty of assault. - National Review <URL>	0	0	0
3728	Not all men are trash just the ones who bash black women are	0	0	0
3729	Making them look ~anatomically correct~ just makes them... Bland. Not all women are tiny and fit, not all men are bulky.	0	0	0
3730	<MENTION_1> <MENTION_2> Of course not. Not ALL men are vicious and not ALL women are victims.	0	0	0
3731	“not all men” first of all, you stay quiet when women want respect/equality.	0	0	0
3732	<MENTION_1> Rage of women of trump in the White House made them individually fearless to turn on Weinstein! Blame 1 man not all men.	0	0	0
3733	No, they only speak up to tell women 'Not me, not all men, don't generalized us, I have never abused any woman' <URL>	0	0	0
3734	<MENTION_1> <MENTION_2> Here’s a genius idea : suggest that not all men are rapists and that not only women get raped?	0	0	0
3735	<MENTION_1> Not all men feel the need to attack women you know. Have you attacked the women you work with???	0	0	0
3736	<MENTION_1> Stop stereotyping women. Just like how not all men are jerks, not all women spill the beans.	0	0	0
3737	Retweeted Erisios StopTTIPCETA (<MENTION_1> Not all men are bad, nor all women are bad. but the evil and good is It's behind a decision.	0	0	0
3738	yet when men sexually abuse women it’s not ALL men <URL>	0	0	0
3739	Watching other BM abuse women in public & doing nothing Putting “not all men” under posts Believing racism is the only system of oppression	0	0	0
3740	<MENTION_1> I'm not surprised the last time women spoke abt their experiences of being abused he also tried his 'not all men' bullshit	0	0	0
3741	<MENTION_1> it's about time women spoke up about the abuse they've suffered by the hands of scumbag men. Not all men are scumbags.	0	0	0
3742	They've literally written that their degradation of women is what all men want, so someone go 'not all men' them wh… <URL>	0	0	0
3743	<MENTION_1> <MENTION_2> Well, not all women are the same, obviously. Not all men are the same. But physically resembling… <URL>	0	0	0
3744	i mean, yes, women bare the collective shitload of constantly being objectified, & not all men are sexist creepers (all of the time)	0	0	0
3745	Men who feel the need to Not All Men women who speak out about harassment are not qualified to represent women.	0	0	0
3746	Not all men cheat. Not all women cheat. It’s equal now move tf and get over it 🙄	0	0	0
3747	why do people get so offended that not all men have a penis and not all women have a vagina?	0	0	0
3748	<MENTION_1> What's up with college age women and man hating? This shit makes me embarrassed to be a feminist. Not all men are like that.	0	0	0
3749	How every man saying not all men, but every woman been sexually assaulted....	0	0	0
3750	you're no different from men who start with Not All Men every time a woman tweets men are trash	0	0	0
3751	I'd cook, clean, communicate, love , respect,spoil & cherish. Not all men can give a woman a lifetime commitment.	0	0	0
3752	Do not announce your not all men argument when I tell you that in the 16th century anything a woman did without the OK of her husband...	0	0	0
3753	Did you know, that when a woman says “men are trash,” a random man will appear out of thin fuckin’ air just to yell about, “NOT ALL MEN -“	0	0	0
3754	I can't believe that amidst a rape discussion, a whole woman called in to remind us that not all men are trash. Increds.	0	0	0
3755	<MENTION_1> But not all men are this dangerous. There are plenty of men's out here protecting woman no matter what	0	0	0
3756	I swear to gawd if I see one more “not all men” etc shit when a woman is killed by a man and y’all don’t hold people accountable I’m fightin	0	0	0
3757	I got an actual real life ‘not all men’ today, have I officially made it as a difficult woman now?	0	0	0
3758	ALISA AND I AND ONE OTHER COOL GIRL JUST HAD TO FIGHT THIS NOT ALL MEN DICKHEAD I HOPE HEFUCKING DIES	0	0	0
3759	if I say men r trash I'm not a little girl like these yats who say it's not all men talking about their mcms not li… <URL>	0	0	0
3760	<MENTION_1> <MENTION_2> you rly gonna say something sexist and then yell not all men? dude, take a seat. prove that n… <URL>	0	0	0
3761	if you wanna fight with me on man hating don't ' not all men me' bitch	0	0	0
3762	<MENTION_1> <MENTION_2> You are 'not all men' af rn dude. I don't have enough characters to explain to you why… <URL>	0	0	0
3763	thing is not all men clean up like Gucci... be careful who you “ride” for <URL>	0	0	0
3764	<MENTION_1> <MENTION_2> Wow for real? You are a clueless, insensitive ass. We know it's not ALL men you jerk. We… <URL>	0	0	0
3765	how about instead of complaining 'not all men' you stand up for those when they've been harassed or assaulted or ya… <URL>	0	0	0
3766	<MENTION_1> It's true and it sucks. There really can't be 'a not all men' thing because... you can't tell and you can never know.	0	0	0
3767	So if the best way to bring awareness&fight the problem is by U - problematically - crying about 'Not all men' YOU ARE PART OF THE PROBLEM.	0	0	0
3768	Ok not all men must leave me alone! Just some annoying ones. If I'm interested in you you will know.	0	0	0
3769	<MENTION_1> I'm not ignorant, you fail to understand my statement. Saying not all men when such things are said is… <URL>	0	0	0
3770	During the 'men are trash' narrative you always say not all men but when someone from another tribe makes a mistake you generalise. Smh	0	0	0
3771	But if y’all INSIST on wanting anyone’s relationship I rather you look for a Barack than a Gucci. Not all men take you through hell.	0	0	0
3772	'It’s not that we think you will, it’s that we know you could.' <MENTION_1> nails why 'not all men' is irrelevant… <URL>	0	0	0
3773	Like are you really that insecure and worried that you’ll be seen as a bad guy that you have to say “not all men” ?	0	0	0
3774	Not all men and making the convo about urself shows that you are NOT a trusting ally in this situation and ur friends now cannot trust you	0	0	0
3775	And lets be real, if you “not all men” me, thats an instablock fam, coz being dismissive is part of the problem	0	0	0
3776	<MENTION_1> I gotta say though, the how I will change tag is better than 'not all men'. Like fucking duh, then it's not to you lol	0	0	0
3777	'IT'S NOT ALL MEN, THOUGH!' but if he does time for violating someone, you quickly forgive him. he's 'learnt his lesson'.	0	0	0
3778	Just heard a brilliant response to 'not all men': 'You're right, it's not you - it's all of you.'	0	0	0
3779	<MENTION_1> <MENTION_2> <MENTION_3> Fam all you’re doing is arguing the narrative that “not all men” as if you kno… <URL>	0	0	0
3780	Don’t say stuff like: NOT ALL MEN! Don’t invade her privacy. Don’t assume that just b/c she told you something she wants to tell you more.	0	0	0
3781	Men! We know that not all men are rapists. We know. You don't need to remind us every time we want to talk about rape. We fucking know.	0	0	0
3782	<MENTION_1> This isn't a 'not all men' bullshit you talking about. This is clearly a 'you mother fuckers' deal. Y'all here is not appropriate.	0	0	0
3783	Not all men are the same......oh wait yes they are. And yes I love my bf. And yes men are still trash. Fuck you pay me bitch.	0	0	0
3784	Also.. 'not all men' realize what they're doing when they're doing it. You don't have to be a rapist to make someon… <URL>	0	0	0
3785	Every time you say 'not all men' you are part of the problem. Claiming that telling men to step their game up only alienates good men is BS.	0	0	0
3786	<MENTION_1> How about you post your story of sexual assault?! not all men have experienced unwanted sexual advanc… <URL>	0	0	0
3787	<MENTION_1> Thank you for this article, truly. Those “not all men” comments below it... I don’t know how you keep your sanity.	0	0	0
3788	<MENTION_1> <MENTION_2> Not all men are evil and sexist, pigs who don't give a damn. And for you to take what I said, and… <URL>	0	0	0
3789	<MENTION_1> <MENTION_2> <MENTION_3> <MENTION_4> Nono, you are right: Not all men say not all men...; -P	0	0	0
3790	“not all men” but like... it’s a solid 78% of you guys	0	0	0
3791	The guys who say “not all men!! Some of us are the nice guys you turn down” or “it happened to me & I’m not crying about it”	0	0	0
3792	<MENTION_1> Hmmm...... But you know it's not all men	0	0	0
3793	<MENTION_1> 😂at least now you know, not all men like this but maybe go a lil easier on the ones shooting with w… <URL>	0	0	0
3794	<MENTION_1> Dude you’re a truth traitor. You literally deal in stolen information. And not all men are like that - liar.	0	0	0
3795	To push it aside if you need too. And I know, not all men. But that doesn’t matter. Y’all know what I mean.	0	0	0
3796	<MENTION_1> I think what he’s trying to say is that not all men are shit. Females started that stupid ass trend and it’s annoying tbh	0	0	0
3797	<MENTION_1> Not all men are stupid to mistake ~ No ~ for Yes they are just using any means to stir up the movement	0	0	0
3798	Not all men are stupid ...some are still single #ohyes #startnoticing	0	0	0
3799	<MENTION_1> <MENTION_2> Not all men...just the ones who are pussy grabbers.	0	0	0
3800	Dirty euro skank needs a massive schlong in her juicy cunt <URL>	0	0	0
3801	If ye don't skank abit of bass hunter you're a cunt and should block me x	0	0	0
3802	in other news, just been called a skank and a cunt for telling a man not to hit, headbutt and slap his child	0	0	0
3803	Ew a year ago I was chillin w/ a nasty coke head looking skank 😷😷😷😷😷 bitch you nasty	0	0	0
3804	Glam Skanks -Karma/Bad Bitch Double Feature [Official Video]: <URL> via <MENTION_1>	0	0	0
3805	Kevin’s name in my phone is Skank ass bitch as a joke but it feels true	0	0	0
3806	why did this picture just call me a useless fugly skank bitch <URL>	0	0	0
3807	15. fuckhead for awhile... I open two stores for his bitch ass. little brother & his skank show back up. I find a meth pen tube & foil in	0	0	0
3808	I want a fucking boyfriend who could feel comfortable telling me everything. Not some pussy ass skank bitch like yourself	0	0	0
3809	<PERSON_1> Vs <PERSON_2> Skank Pussy Bitch <URL> #SEXFIGHT via <MENTION_1> <URL>	0	0	0
3810	<MENTION_1> Thank you Lil bro bitch skank thot!😂🤘🏾🤘🏾🤘🏾🤘🏾	0	0	0
3811	<MENTION_1> 😳 morrissey 👨🏻 is 😌 a fat 😝 skank 🤑 bitch 😂	0	0	0
3812	see when a women cheats on a man SOME say: 'you hoe, skank, bitch' *it's external when a man cheats on a woman SO… <URL>	0	0	0
3813	“I think we need to have a little talk, woman to skank.” Jeaniene Frost#iloveparanormalromance	0	0	0
3814	Here’s what I WON’T do: demean another woman for the way she dresses. Slut/whore/skank are not part of my vocabulary.	0	0	0
3815	<MENTION_1> <MENTION_2> FYI - calling a woman a 'skank' never discredits her, it just makes you sound like an asshole th… <URL>	0	0	0
3816	Would you dare be the girl that gets added and removed on snap by a lad with a girlfriend everytime they have an argument, nah skank	0	0	0
3817	about to tell him to get out of our house, hes so fucking racist, he thinks mumble rap, and calling a girl a skank, or someone f*g is cool.	0	0	0
3818	Also, Jasmine is privately slut -shaming AND body -shaming the Girl Gremlin via text and I've never felt so defensive about a fictional skank.	0	0	0
3819	'So my fat skank sister' lmao. The kid that lives in the room next to me doesn't wanna believe his girl is still ch… <URL>	0	0	0
3820	Girl. Why these people so PRESSED?! Callin you all kinda ho’s and skanks being LOUD AND WRONG!! <URL>	0	0	0
3821	<MENTION_1> <MENTION_2> You are the lowest kind of skank to attack a Gold Star Widow. Based on your tweets I… <URL>	0	0	0
3822	KALAGOT LAGE!!! CANT YOU FUCKING WAIT FOR AC'S UPDATE? FYT ME SKANK <URL>	0	0	0
3823	— I’m fckin dead <MENTION_1> 😹💀 I fckin miss you hoe slut skank beetch 😘💖🤞🏻 <URL>	0	0	0
3824	<MENTION_1> You said it. Let's see how that works when you're wearing handcuffs. I noticed Eric is quiet and so is that skank Conway.	0	0	0
3825	Happy halloween! Hope everyone lives up to their full hoe potential tonight! I believe in you, you bust ass super skanks 💓🎃	0	0	0
3826	As usual the skank democrats lie and make it up to cover their evil ass. We r so looking forward to the public hanging.”swing you bastards!”	0	0	0
3827	<MENTION_1> Um excuse you I am a twank, a twink and a skank	0	0	0
3828	<MENTION_1> <MENTION_2> <MENTION_3> You sound like one lo intelligence. Skank	0	0	0
3829	You're a skank ass ho but I love you anyway. <MENTION_1>	0	0	0
3830	<MENTION_1> 'Diversity Visa' - YOU UTTER HYPOCRITICAL SKANK!	0	0	0
3831	HAPPY BIRTHDAY YOU SKANK <MENTION_1> <URL>	0	0	0
3832	“Looks like you but in skank form” 😂	0	0	0
3833	THAT A VELVET PURLOLE SUIT BITCH IM HYSTERICAL <URL>	0	0	0
3834	<MENTION_1> bitch you're so brave and smart and hysterical omg. I love you so much Allah y7fdhch inshallah 😭😭	0	0	0
3835	Jordan's so butthead it's hysterical learn how to treat a women that's why all your exs cheat on you😂😂 pussy ass bitch keep trying me	0	0	0
3836	me: why am I so tired also me: laughs like a hysterical bitch 24/7 and cannot duduk diam	0	0	0
3837	Steven Spielberg Is A Stupid Bitch <URL> #richardspenceruf #usnavy #timemagazine #feminismiscancer #socialism #bieber #cpc	0	0	0
3838	So only women can experience sexism? I call BS! #feminismiscancer #EqualityforAll #MAGA <URL>	0	0	0
3839	Felling love with this Couture Inspired Sandwich Maker by Dash: <URL> #sandwichmaker #appliance… <URL>	0	0	0
3840	I believe the problem with the #NotAllMen argument is that although yes not all men disrespect women -	0	0	0
3841	<MENTION_1> Basically, Women are the chicks, & Woolies is the #notallmen crew.	0	0	0
3842	There are some notorious notallmen -ers on my timeline. They completely dismiss everything women complain about because, not all men.	0	0	0
3843	5 women tellin u 2 ur face that they’re scared 2 walk down the street alone and Ur still so set on #NotAllMen that u argue instead of listen	0	0	0
3844	I understand why men don’t like women very much anymore. I do. #notallmen (Right, Left?) <URL>	0	0	0
3845	They also attack the stat that 1 Aussie woman a week is killed by her partner. They swat it away in the biggest #notallmen ways.	0	0	0
3846	<MENTION_1> How are death threats any less reprehensible than rape threats? would you rather be killed than raped? #MeToo #NotAllMen	0	0	0
3847	<MENTION_1> Are you really pulling a #NotAllMen here? The movement targets the systemic issue of patriarchy, not ind… <URL>	0	0	0
3848	<MENTION_1> <MENTION_2> You 😊 sure 😊 are 😊 #NotAllMen	0	0	0
3849	Wonder how insecure you have to be to tweet #NotAllMen 👀👀👀	0	0	0
3850	A little theory I’m working on. If there’s a voice in your spirit compelling you to say #notallmen #notallwomen… <URL>	0	0	0
3851	<MENTION_1> <MENTION_2> Where are you getting #NotAllMen from? I took issue with the fact they don't explain the… <URL>	0	0	0
3852	SORRY YOU CUNT OF A PAPER. YOU BITCH OF A PAPER. YOU WHORE TO BILL AND MELINDA GATES. YOU ARE WORTH SHIT TO THE WOR… <URL>	0	0	0
3853	Little brother just told me to fuck off and I'm a bitch.. well it's ya bday next week Hun I'm just gonna send ur present back lil cunt x👋🏻	0	0	0
3854	I can be a rude cunt sometimes but don't be a bitch about it👍💯 just lax it out and kick back✊💯	0	0	0
3855	Guys who call me or others who're, slut, bitch, cunt or whore don't deserve my attention or time. I won't date you.	0	0	0
3856	Trump is a piece of shit and I hope he rots in hell. What a fucking cunt ass bitch <URL>	0	0	0
3857	Oooohhhh bitch didn't even listen to the dead kennedys what a cunt lol I'm 34 and hate rap	0	0	0
3858	<MENTION_1> Oh i get it, believe me. Fucking pussy ass bitch cunt hoe	0	0	0
3859	bitch what the fuck do you mean you cant find the fucking page cunt i need to vote for my boys dont you understand <URL>	0	0	0
3860	<MENTION_1> Stop talking about the flag u dont give a shit about a soldier or a flag draft dodging treasonous Mein Kunt grimy bitch	0	0	0
3861	#MeToo Names such as BITCH WHORE or any other gender based sexualised language is SEXUAL HARRASSMENT… <URL>	0	0	0
3862	Wanna kno what I deadass LOVE? I’ve never seen my mans name under any whore ass bitches picture on social media...ever. #NoLikesForYall	0	0	0
3863	Dat Whore Karma ah Bitch	0	0	0
3864	bitch is a whore and blamed me and really thinks i'm gonna accept this shit haha patience is a virtue you gon get your blessing.	0	0	0
3865	Posted a tweet on one of O'Reilly's today and it appears I unleashed the psychos. Been called a Russian...cunt...bitch and whore already.	0	0	0
3866	who the fuck is calling my girl a whore and a bitch? She hasn't even been at that school for a whole month, people are fucking stupid	0	0	0
3867	Reagan was the #1 bitch whore of corporate America, next comes.... vote the GOP out. <URL>	0	0	0
3868	A guy in my jr high called me a slut, bitch and whore bc i didnt like him 🙃 thus began relentless bullying by my pe… <URL>	0	0	0
3869	I can’t believe it took this bitch 2 weeks to ship my damn cdg fur coat fucking whore I’m paying you!! Do your job.	0	0	0
3870	Bitches was in the 6th grade getting driven home from school by their boyfriends looking back at their whore ways mad at game.	0	0	0
3871	Never try to Holla at women who dissed you in his school I got called misogynistic egotistical whore monger damn bitch OK have a nice day 😂	0	0	0
3872	<MENTION_1> I literally fucking died LMAO she said bitch this ain't a whore house😂😭😭💀	0	0	0
3873	<MENTION_1> <MENTION_2> Eat fucking shit you stupid cunt bitch whore twat	0	0	0
3874	<MENTION_1> Lmao this bitch got no clue what shes even attracted too...show any women vulnerability and shes gonna be… <URL>	0	0	0
3875	I see those Outlander women who continually bitch about/to Terry have blocked me. LOL. Snowflakes.	0	0	0
3876	Larry Flynt YOU MAKING PORN OF WOMEN YOU ARE A SICK BITCH PIG DOG PROFIT OFF WOMEN SEXUALLY DEMEANING DEMOCRAPS ARE MENTALLY UNSTABLE SICKO	0	0	0
3877	<MENTION_1> Oh fuck off Julian - you just hate women you sooky bitch	0	0	0
3878	<MENTION_1> Oh look Ipigga thinks she knows women who struggle....fuck off bitch	0	0	0
3879	<MENTION_1> I dont think us women will ever be ok with anyone calling us a bitch.. lmao no matter how you mean it	0	0	0
3880	<MENTION_1> How bout women that bitch the wolf? No fine? Where's the equality?	0	0	0
3881	Bitch is literal referring to the mass murder of falsely accused women (and one man). Weinstein isn’t even to court… <URL>	0	0	0
3882	<MENTION_1> Bitch, leave. You're insulting women right now. Guess what, you're not a real man by any means, so STFU, ugly bully 😠	0	0	0
